Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,Power,Temp_diff,Tool_wear_bin,Torque_x_Wear,Power_x_Temp,Torque_Nm_outlier,Rotational_speed_rpm_outlier,Tool_wear_min_outlier,Power_outlier,RPM_per_Torque,Wear_rate,Multi_flag
0,299.2,308.5,1438,46.6,63,0,67010.8,9.300000000000011,0,2935.8,623200.4400000008,0,0,0,0,30.8583684365157,0.04381084837008981,0
0,299.3,308.6,1314,48.2,65,0,63334.8,9.300000000000011,0,3133.0,589013.6400000007,0,0,0,0,27.261410222792318,0.04946727545702642,0
0,299.3,308.6,1437,48.1,67,0,69119.7,9.300000000000011,0,3222.7000000000003,642813.2100000008,0,0,0,0,29.875259254152613,0.04662491298077598,0
0,299.2,308.5,1821,26.1,69,0,47528.100000000006,9.300000000000011,0,1800.9,442011.3300000006,0,0,0,0,69.77011226934435,0.037891268512964704,0
1,299.3,308.6,1448,52.1,71,0,75440.8,9.300000000000011,0,3699.1,701599.4400000009,0,0,0,0,27.79270580052388,0.04903314913740804,0
0,299.3,308.5,1589,32.7,74,0,51960.3,9.199999999999989,0,2419.8,478034.7599999994,0,0,0,0,48.59327068522108,0.04657016988887969,0
0,299.3,308.6,1520,33.7,76,0,51224.00000000001,9.300000000000011,0,2561.2000000000003,476383.20000000065,0,0,0,0,45.103856228372216,0.04999999996710526,0
0,299.3,308.6,1605,37.0,78,0,59385.0,9.300000000000011,0,2886.0,552280.5000000007,0,0,0,0,43.37837720598981,0.048598130810842285,0
0,299.3,308.7,1393,54.2,80,0,75500.6,9.399999999999977,0,4336.0,709705.6399999984,0,0,0,0,25.70110653687995,0.057430007137523324,0
2,299.3,308.7,1408,44.4,82,0,62515.2,9.399999999999977,0,3640.7999999999997,587642.8799999986,0,0,0,0,31.71171099748399,0.05823863632227369,0
1,299.3,308.7,1459,35.6,87,0,51940.4,9.399999999999977,0,3097.2000000000003,488239.75999999885,0,0,0,0,40.9831449162038,0.059629883440966494,0
0,299.4,308.7,1525,39.0,90,0,59475.0,9.300000000000011,0,3510.0,553117.5000000007,0,0,0,0,39.10256309993428,0.05901639340392367,0
0,299.4,308.8,1390,57.0,92,0,79230.0,9.400000000000034,0,5244.0,744762.0000000027,0,0,0,0,24.385964484456764,0.06618705031209564,0
0,299.3,308.7,1536,38.9,94,0,59750.399999999994,9.399999999999977,0,3656.6,561653.7599999986,0,0,0,0,39.48586016745861,0.06119791662682427,0
0,299.4,308.7,1459,47.6,96,0,69448.40000000001,9.300000000000011,0,4569.6,645870.1200000009,0,0,0,0,30.65125986026765,0.06579849207279061,0
0,299.2,308.5,1387,51.1,98,0,70875.7,9.300000000000011,0,5007.8,659144.0100000008,0,0,0,0,27.14285661168578,0.07065609223456662,0
0,299.2,308.5,1378,53.4,100,0,73585.2,9.300000000000011,0,5340.0,684342.3600000008,0,0,0,0,25.805242962448634,0.07256894044080628,0
0,299.4,308.7,1381,56.7,102,0,78302.7,9.300000000000011,1,5783.400000000001,728215.1100000009,0,0,0,0,24.35626059336401,0.07385952203196268,0
1,299.4,308.7,1289,60.5,104,0,77984.5,9.300000000000011,1,6292.0,725255.8500000009,0,0,0,0,21.30578477180521,0.08068269970466818,0
0,299.4,308.6,1746,26.8,107,0,46792.8,9.200000000000045,1,2867.6,430493.76000000216,0,0,0,0,65.14925130040106,0.061282932381853984,0
1,299.4,308.6,1541,39.1,109,0,60253.100000000006,9.200000000000045,1,4261.900000000001,554328.5200000028,0,0,0,0,39.41176369790886,0.07073329002548132,0
0,299.4,308.7,1504,37.8,112,0,56851.2,9.300000000000011,1,4233.599999999999,528716.1600000006,0,0,0,0,39.78835873575771,0.07446808505686962,0
1,299.5,308.7,1321,51.9,114,0,68559.9,9.199999999999989,1,5916.599999999999,630751.0799999991,0,0,0,0,25.452793343876817,0.08629825882944869,0
1,299.5,308.8,1886,20.9,117,0,39417.399999999994,9.300000000000011,1,2445.2999999999997,366581.8200000004,0,0,0,0,90.23923013209425,0.0620360551102672,0
0,299.6,308.9,1422,53.2,120,0,75650.40000000001,9.299999999999955,1,6384.0,703548.7199999966,0,0,0,0,26.729322805839796,0.08438818559466371,0
0,299.5,308.9,1520,38.3,122,0,58215.99999999999,9.399999999999977,1,4672.599999999999,547230.3999999986,0,0,0,0,39.68668303690123,0.08026315784193212,0
0,299.4,308.8,1627,32.6,124,0,53040.200000000004,9.400000000000034,1,4042.4,498577.88000000187,0,0,0,0,49.90797392920326,0.0762138905493461,0
0,299.4,308.7,1512,37.2,126,0,56246.4,9.300000000000011,1,4687.200000000001,523091.52000000066,0,0,0,0,40.645160197710744,0.0833333332782187,0
0,299.4,308.7,1553,42.7,128,0,66313.1,9.300000000000011,1,5465.6,616711.8300000008,0,0,0,0,36.370022567446775,0.0824211203590334,0
0,299.3,308.7,1802,26.0,130,0,46852.0,9.399999999999977,1,3380.0,440408.79999999894,0,0,0,0,69.30768964201194,0.07214206433288453,0
0,299.3,308.6,1482,37.6,132,0,55723.200000000004,9.300000000000011,1,4963.2,518225.76000000065,0,0,0,0,39.41489256875286,0.08906882585083074,0
0,299.4,308.7,1446,62.9,134,1,90953.4,9.300000000000011,1,8428.6,845866.6200000009,0,0,0,1,22.9888708586825,0.09266943285430883,1
0,299.3,308.6,1371,50.5,136,0,69235.5,9.300000000000011,1,6868.0,643890.1500000008,0,0,0,0,27.148514313890807,0.09919766586491781,0
1,299.2,308.6,1586,35.7,138,0,56620.200000000004,9.400000000000034,1,4926.6,532229.880000002,0,0,0,0,44.425769063703946,0.08701134925156913,0
0,299.2,308.5,1515,39.8,141,0,60296.99999999999,9.300000000000011,1,5611.799999999999,560762.1000000007,0,0,0,0,38.06532567675062,0.09306930686926118,0
0,299.2,308.5,1374,53.6,143,0,73646.40000000001,9.300000000000011,1,7664.8,684911.520000001,0,0,0,0,25.63432787995657,0.10407569133618945,0
0,299.1,308.5,1455,39.8,145,0,57908.99999999999,9.399999999999977,1,5771.0,544344.5999999986,0,0,0,0,36.55778802618624,0.09965635731982381,0
2,299.2,308.5,1342,47.5,147,0,63745.0,9.300000000000011,1,6982.5,592828.5000000007,0,0,0,0,28.25263098415514,0.10953800289900296,0
0,299.1,308.6,1260,57.8,152,0,72828.0,9.5,1,8785.6,691866.0,0,0,0,0,21.79930758132686,0.12063492053917863,0
2,299.0,308.5,1623,33.5,154,0,54370.5,9.5,1,5159.0,516519.75,0,0,0,0,48.44775974782807,0.09488601349668144,0
0,299.1,308.5,1371,55.5,159,0,76090.5,9.399999999999977,1,8824.5,715250.6999999983,0,0,0,0,24.70270225760897,0.1159737417097201,0
0,299.1,308.6,1611,31.4,161,0,50585.399999999994,9.5,1,5055.4,480561.29999999993,0,0,0,0,51.30573085013596,0.09993792669153449,0
1,299.0,308.4,1535,47.5,163,0,72912.5,9.399999999999977,1,7742.5,685377.4999999984,0,0,0,0,32.315788793351814,0.10618892501225477,0
1,299.1,308.6,1491,38.5,166,0,57403.5,9.5,1,6391.0,545333.25,0,0,0,0,38.72727172136957,0.11133467464028525,0
1,299.1,308.6,1441,36.2,169,0,52164.200000000004,9.5,1,6117.8,495559.9,0,0,0,0,39.806628734623516,0.1172796668165998,0
1,299.1,308.8,1725,26.6,172,0,45885.0,9.699999999999989,1,4575.2,445084.4999999995,0,0,0,0,64.84962162219468,0.09971014486973324,0
0,299.2,308.9,1368,47.2,175,0,64569.600000000006,9.699999999999989,1,8260.0,626325.1199999993,0,0,0,0,28.98305023340995,0.12792397651467544,0
0,299.2,308.9,1526,37.9,177,0,57835.4,9.699999999999989,1,6708.3,561003.3799999993,0,0,0,0,40.26385118037332,0.11598951499607502,0
0,299.2,308.8,1542,39.2,179,0,60446.4,9.600000000000023,1,7016.8,580285.4400000013,0,0,0,0,39.336733690389444,0.11608300900383721,0
0,299.2,308.8,1605,31.1,181,0,49915.5,9.600000000000023,1,5629.1,479188.80000000115,0,0,0,0,51.60771538238857,0.11277258559951862,0
0,299.2,308.8,1405,51.4,183,0,72217.0,9.600000000000023,1,9406.199999999999,693283.2000000017,0,0,0,0,27.33462981839242,0.1302491102275807,0
1,299.2,308.8,1700,33.5,185,0,56950.0,9.600000000000023,1,6197.5,546720.0000000013,0,0,0,0,50.74626714190248,0.10882352934775086,0
2,299.2,308.8,1440,39.1,188,0,56304.0,9.600000000000023,1,7350.8,540518.4000000013,0,0,0,0,36.82864355936973,0.13055555546489198,0
1,299.2,308.8,1314,52.5,193,0,68985.0,9.600000000000023,1,10132.5,662256.0000000015,0,0,0,0,25.028570951836745,0.14687975635701692,0
0,299.2,308.7,1514,41.9,196,0,63436.6,9.5,1,8212.4,602647.7,0,0,0,0,36.13365068893435,0.12945838828965758,0
1,299.2,308.7,1401,47.0,198,0,65847.0,9.5,1,9306.0,625546.5,0,0,0,0,29.808510004074257,0.14132762302546206,0
0,299.3,308.8,1636,29.9,201,0,48916.399999999994,9.5,2,6009.9,464705.79999999993,0,0,0,0,54.71571723358805,0.12286063562172332,0
0,299.3,308.8,1603,33.9,203,0,54341.7,9.5,2,6881.7,516246.14999999997,0,0,0,0,47.28613429834412,0.1266375545061525,0
1,299.4,308.7,1487,52.6,205,0,78216.2,9.300000000000011,2,10783.0,727410.6600000008,0,0,0,0,28.269961439734573,0.13786146594629356,0
1,299.3,308.7,1420,50.3,208,0,71426.0,9.399999999999977,2,10462.4,671404.3999999984,0,0,0,0,28.230615740942035,0.14647887313628247,0
0,299.3,308.7,1579,36.3,211,0,57317.7,9.399999999999977,2,7659.299999999999,538786.3799999987,0,0,0,0,43.49862139122256,0.13362887895273662,0
0,299.3,308.7,1484,40.5,213,0,60102.0,9.399999999999977,2,8626.5,564958.7999999986,0,0,0,0,36.64197440390187,0.1435309972078632,0
1,299.3,308.7,1390,49.3,215,0,68527.0,9.399999999999977,2,10599.5,644153.7999999984,0,0,0,0,28.194725594427474,0.15467625888152786,0
0,299.3,308.6,1384,53.6,218,1,74182.40000000001,9.300000000000011,2,11684.800000000001,689896.3200000009,0,0,0,0,25.820895040654943,0.157514450753241,0
0,299.2,308.5,1378,50.4,220,1,69451.2,9.300000000000011,2,11088.0,645896.1600000007,0,0,0,0,27.34126929878434,0.1596516689697738,0
0,299.2,308.5,1445,45.2,222,0,65314.00000000001,9.300000000000011,2,10034.400000000001,607420.2000000008,0,0,0,0,31.969025841393233,0.15363321788675902,0
0,299.2,308.4,1445,43.5,224,0,62857.5,9.199999999999989,2,9744.0,578288.9999999993,0,0,0,0,33.21839004095655,0.15501730093078386,0
0,299.2,308.4,1509,39.4,0,0,59454.6,9.199999999999989,0,0.0,546982.3199999994,0,0,0,0,38.2994914137185,0.0,0
0,299.2,308.4,1434,46.8,2,0,67111.2,9.199999999999989,0,93.6,617423.0399999992,0,0,0,0,30.641024986302888,0.0013947001384974195,0
0,299.2,308.4,1877,23.9,4,0,44860.299999999996,9.199999999999989,0,95.6,412714.7599999994,0,0,0,0,78.53556156754972,0.0021310602013153647,0
0,299.3,308.3,1651,28.0,6,0,46228.0,9.0,0,168.0,416052.0,0,0,0,0,58.96428360841844,0.003634161112274887,0
0,299.2,308.2,1466,41.3,8,0,60545.799999999996,9.0,0,330.4,544912.2,0,0,0,0,35.49636717926472,0.005457025917150732,0
0,299.1,308.1,1479,40.7,10,0,60195.3,9.0,0,407.0,541757.7000000001,0,0,0,0,36.339065446214605,0.006761325215171517,0
0,299.1,308.2,1409,46.4,12,0,65377.6,9.099999999999966,0,556.8,594936.1599999977,0,0,0,0,30.366378655897016,0.008516678489342315,0
1,299.2,308.2,1674,28.2,14,0,47206.799999999996,9.0,0,394.8,424861.19999999995,0,0,0,0,59.36170002263475,0.008363201906593069,0
0,299.1,308.3,1305,61.4,17,0,80127.0,9.199999999999989,0,1043.8,737168.3999999991,0,0,0,0,21.254071315080274,0.01302681991338941,0
1,299.2,308.3,1755,26.4,19,0,46332.0,9.100000000000023,0,501.59999999999997,421621.20000000106,0,0,0,0,66.47727020919432,0.010826210820042044,0
0,299.2,308.4,1475,38.7,22,0,57082.50000000001,9.199999999999989,0,851.4000000000001,525158.9999999994,0,0,0,0,38.113694105589296,0.014915254227176098,0
0,299.2,308.4,1402,47.7,24,0,66875.40000000001,9.199999999999989,0,1144.8000000000002,615253.6799999994,0,0,0,0,29.392032926791764,0.017118402270243648,0
0,299.2,308.3,1410,43.0,26,0,60630.0,9.100000000000023,0,1118.0,551733.0000000014,0,0,0,0,32.79069691184426,0.018439716298978923,0
0,299.2,308.4,1436,41.8,28,0,60024.799999999996,9.199999999999989,0,1170.3999999999999,552228.1599999993,0,0,0,0,34.35406616377833,0.019498607228761414,0
1,299.3,308.5,1386,42.2,30,0,58489.200000000004,9.199999999999989,0,1266.0,538100.6399999994,0,0,0,0,32.84360111745021,0.021645021629404744,0
0,299.3,308.6,1744,26.4,33,0,46041.6,9.300000000000011,0,871.1999999999999,428186.8800000005,0,0,0,0,66.06060355831048,0.01892201833777407,0
0,299.2,308.4,1393,48.4,35,0,67421.2,9.199999999999989,0,1694.0,620275.0399999992,0,0,0,0,28.780991140888617,0.025125628122666454,0
1,299.3,308.5,1422,45.4,37,0,64558.799999999996,9.199999999999989,0,1679.8,593940.9599999993,0,0,0,0,31.321585213180946,0.026019690558354645,0
0,299.2,308.4,1841,22.8,40,0,41974.8,9.199999999999989,0,912.0,386168.15999999957,0,0,0,0,80.74561049361357,0.02172732209574833,0
0,299.3,308.6,1433,37.7,42,0,54024.100000000006,9.300000000000011,0,1583.4,502424.13000000064,0,0,0,0,38.01060907133663,0.029309141640398363,0
1,299.3,308.5,1305,60.6,44,0,79083.0,9.199999999999989,0,2666.4,727563.599999999,0,0,0,0,21.53465310998922,0.033716475069949056,0
2,299.3,308.6,1498,39.5,47,0,59171.0,9.300000000000011,0,1856.5,550290.3000000006,0,0,0,0,37.92404967280887,0.03137516686824087,0
0,299.3,308.5,1772,26.1,52,0,46249.200000000004,9.199999999999989,0,1357.2,425492.6399999995,0,0,0,0,67.89271770525986,0.029345372443936018,0
1,299.2,308.4,1381,42.5,54,0,58692.5,9.199999999999989,0,2295.0,539970.9999999993,0,0,0,0,32.49411688249137,0.039102099899274365,0
0,299.3,308.5,1413,38.5,57,0,54400.5,9.199999999999989,0,2194.5,500484.5999999994,0,0,0,0,36.70129774801824,0.04033970273153595,0
2,299.2,308.4,1388,53.2,59,0,73841.6,9.199999999999989,0,3138.8,679342.7199999992,0,0,0,0,26.09022507349201,0.04250720458032622,0
1,299.2,308.6,1631,35.4,64,0,57737.399999999994,9.400000000000034,0,2265.6,542731.5600000019,0,0,0,0,46.07344502617387,0.039239730202795996,0
2,299.3,308.6,1520,41.4,67,0,62928.0,9.300000000000011,0,2773.7999999999997,585230.4000000007,0,0,0,0,36.71497495857549,0.04407894733942174,0
0,299.3,308.5,1510,45.4,72,0,68554.0,9.199999999999989,0,3268.7999999999997,630696.7999999992,0,0,0,0,33.259911161675966,0.04768211917372045,0
0,299.2,308.5,1366,49.7,74,0,67890.2,9.300000000000011,0,3677.8,631378.8600000008,0,0,0,0,27.48490890372417,0.054172767163855946,0
0,299.4,308.5,1845,22.9,76,0,42250.5,9.100000000000023,0,1740.3999999999999,384479.550000001,0,0,0,0,80.56768207128026,0.04119241190179273,0
0,299.3,308.5,1485,44.7,78,0,66379.5,9.199999999999989,0,3486.6000000000004,610691.3999999992,0,0,0,0,33.22147576685737,0.052525252489881984,0
1,299.3,308.5,1496,39.4,80,0,58942.4,9.199999999999989,0,3152.0,542270.0799999994,0,0,0,0,37.969542183514164,0.053475935793131056,0
1,299.3,308.4,1468,42.2,83,0,61949.600000000006,9.099999999999966,0,3502.6000000000004,563741.3599999979,0,0,0,0,34.786729033489834,0.05653950949827009,0
1,299.2,308.4,1856,22.7,86,0,42131.2,9.199999999999989,0,1952.2,387607.0399999995,0,0,0,0,81.76211093558983,0.04633620687158609,0
0,299.2,308.4,1620,34.1,89,0,55242.0,9.199999999999989,0,3034.9,508226.3999999994,0,0,0,0,47.50732998512229,0.05493827157102575,0
0,299.3,308.5,1409,44.8,91,0,63123.2,9.199999999999989,0,4076.7999999999997,580733.4399999992,0,0,0,0,31.45089215511402,0.06458481187751255,0
1,299.3,308.5,1404,49.4,93,0,69357.59999999999,9.199999999999989,0,4594.2,638089.9199999991,0,0,0,0,28.42105205625401,0.06623931619213723,0
0,299.2,308.4,1350,51.3,96,0,69255.0,9.199999999999989,0,4924.799999999999,637145.9999999992,0,0,0,0,26.31578896070587,0.0711111110584362,0
1,299.2,308.4,1538,38.0,98,0,58444.0,9.199999999999989,0,3724.0,537684.7999999993,0,0,0,0,40.47368314542939,0.06371911569329056,0
1,299.2,308.4,1476,32.7,101,0,48265.200000000004,9.199999999999989,1,3302.7000000000003,444039.8399999995,0,0,0,0,45.13761329854393,0.06842818423548226,0
1,299.2,308.3,1364,51.8,104,0,70655.2,9.100000000000023,1,5387.2,642962.3200000016,0,0,0,0,26.33204582370568,0.07624633425495136,0
1,299.2,308.3,1582,45.5,107,0,71981.0,9.100000000000023,1,4868.5,655027.1000000016,0,0,0,0,34.76923000507187,0.06763590387633633,0
0,299.1,308.2,1348,56.1,110,0,75622.8,9.099999999999966,1,6171.0,688167.4799999974,0,0,0,0,24.02852007079287,0.08160237382670446,0
2,299.1,308.2,1450,46.1,112,0,66845.0,9.099999999999966,1,5163.2,608289.4999999977,0,0,0,0,31.453361573679793,0.0772413792570749,0
0,299.0,308.1,1242,60.9,117,0,75637.8,9.100000000000023,1,7125.3,688303.9800000017,0,0,0,0,20.394088335072443,0.09420289847487688,0
0,299.1,308.2,1493,34.9,119,0,52105.7,9.099999999999966,1,4153.099999999999,474161.8699999982,0,0,0,0,42.7793684017373,0.0797052913062925,0
0,299.1,308.3,1601,31.4,121,0,50271.399999999994,9.199999999999989,1,3799.3999999999996,462496.87999999936,0,0,0,0,50.98725952269874,0.07557776385035742,0
0,299.1,308.2,1568,33.3,123,0,52214.399999999994,9.099999999999966,1,4095.8999999999996,475151.0399999982,0,0,0,0,47.0870856730605,0.07844387750099242,0
1,299.1,308.3,1506,38.0,125,0,57228.0,9.199999999999989,1,4750.0,526497.5999999994,0,0,0,0,39.63157790443216,0.08300132796613457,0
0,299.1,308.3,1524,34.1,128,0,51968.4,9.199999999999989,1,4364.8,478109.27999999945,0,0,0,0,44.692080800818744,0.08398950125722474,0
0,299.1,308.4,1543,37.9,130,0,58479.7,9.299999999999955,1,4927.0,543861.2099999973,0,0,0,0,40.71239998120317,0.0842514581437126,0
1,299.2,308.5,1474,47.2,132,0,69572.8,9.300000000000011,1,6230.400000000001,647027.0400000009,0,0,0,0,31.22881289769464,0.08955223874521558,0
1,299.2,308.5,1526,37.3,135,0,56919.799999999996,9.300000000000011,1,5035.5,529354.1400000006,0,0,0,0,40.91152705331027,0.0884665792342945,0
0,299.2,308.5,1867,27.0,138,0,50409.0,9.300000000000011,1,3726.0,468803.7000000006,0,0,0,0,69.14814558710572,0.07391537221536401,0
0,299.2,308.5,1487,41.2,140,0,61264.4,9.300000000000011,1,5768.0,569758.9200000007,0,0,0,0,36.09223213368369,0.09414929381698096,0
0,299.2,308.4,1580,32.6,142,0,51508.0,9.199999999999989,1,4629.2,473873.5999999994,0,0,0,0,48.466256182016686,0.08987341766463706,0
0,299.2,308.5,1340,50.0,144,0,67000.0,9.300000000000011,1,7200.0,623100.0000000008,0,0,0,0,26.799999464000013,0.10746268648696813,0
0,299.2,308.5,1544,41.6,146,0,64230.4,9.300000000000011,1,6073.6,597342.7200000008,0,0,0,0,37.11538372318789,0.09455958543098472,0
0,299.2,308.5,1488,40.3,148,0,59966.399999999994,9.300000000000011,1,5964.4,557687.5200000006,0,0,0,0,36.92307600687157,0.09946236552455485,0
1,299.2,308.5,1742,28.9,150,0,50343.799999999996,9.300000000000011,1,4335.0,468197.34000000055,0,0,0,0,60.276814523293616,0.08610792187938696,0
1,299.1,308.5,1592,34.2,153,0,54446.4,9.399999999999977,1,5232.6,511796.15999999875,0,0,0,0,46.549706241236656,0.09610552757782316,0
0,299.2,308.6,1582,38.8,156,0,61381.6,9.400000000000034,1,6052.799999999999,576987.0400000021,0,0,0,0,40.77319482543313,0.0986093551841913,0
0,299.2,308.5,1490,43.2,158,0,64368.00000000001,9.300000000000011,1,6825.6,598622.4000000008,0,0,0,0,34.490739942343986,0.10604026838520787,0
1,299.2,308.5,1594,35.8,160,0,57065.2,9.300000000000011,1,5728.0,530706.3600000006,0,0,0,0,44.52513842108552,0.10037641148031592,0
2,299.2,308.6,1462,55.0,163,0,80410.0,9.400000000000034,1,8965.0,755854.0000000028,0,0,0,0,26.581817698512406,0.11149110799487612,0
1,299.2,308.6,1367,47.6,168,0,65069.200000000004,9.400000000000034,1,7996.8,611650.4800000023,0,0,0,0,28.71848679162843,0.12289685433584721,0
0,299.2,308.7,1325,51.0,171,0,67575.0,9.5,1,8721.0,641962.5,0,0,0,0,25.9803916474433,0.12905660367618368,0
2,299.2,308.7,1448,51.4,173,0,74427.2,9.5,1,8892.199999999999,707058.4,0,0,0,0,28.171205677603005,0.11947513803903649,0
1,299.1,308.7,2008,20.3,178,0,40762.4,9.599999999999966,1,3613.4,391319.03999999864,0,1,0,0,98.91625128491373,0.0886454182825471,1
0,299.1,308.7,1498,38.9,181,0,58272.2,9.599999999999966,1,7040.9,559413.119999998,0,0,0,0,38.508996439357425,0.12082777027982124,0
0,299.1,308.6,1437,41.6,183,0,59779.200000000004,9.5,1,7612.8,567902.4,0,0,0,0,34.543268400402205,0.12734864291764186,0
1,299.1,308.6,1499,45.1,185,0,67604.90000000001,9.5,1,8343.5,642246.55,0,0,0,0,33.23724981735588,0.12341561032460599,0
0,299.0,308.4,1356,52.6,188,0,71325.6,9.399999999999977,1,9888.800000000001,670460.6399999984,0,0,0,0,25.779467190504427,0.1386430677443635,0
0,299.1,308.5,1539,46.8,190,0,72025.2,9.399999999999977,1,8892.0,677036.8799999984,0,0,0,0,32.884614681952684,0.12345679004323794,0
0,299.1,308.5,1689,32.1,192,0,54216.9,9.399999999999977,1,6163.200000000001,509638.85999999876,0,0,0,0,52.616820790753245,0.11367673172665675,0
0,299.0,308.5,1559,38.1,194,0,59397.9,9.5,1,7391.400000000001,564280.05,0,0,0,0,40.91863409662378,0.1244387427040162,0
0,299.1,308.6,1408,46.7,196,0,65753.6,9.5,1,9153.2,624659.2000000001,0,0,0,0,30.14989228801087,0.13920454535567858,0
0,299.0,308.5,1886,23.0,198,0,43378.0,9.5,1,4554.0,412091.0,0,0,0,0,81.99999643478276,0.1049840932635291,0
0,299.1,308.5,1415,43.4,0,0,61411.0,9.399999999999977,0,0.0,577263.3999999986,0,0,0,0,32.6036858847077,0.0,0
1,299.1,308.5,1587,35.6,2,0,56497.200000000004,9.399999999999977,0,71.2,531073.6799999988,0,0,0,0,44.57865043318398,0.0012602394447005423,0
0,299.0,308.4,1571,38.6,5,0,60640.600000000006,9.399999999999977,0,193.0,570021.6399999987,0,0,0,0,40.69948081089428,0.0031826861851160493,0
0,298.9,308.3,1576,36.6,7,0,57681.600000000006,9.400000000000034,0,256.2,542207.040000002,0,0,0,0,43.0601081131118,0.004441624362663944,0
0,298.9,308.3,1660,34.4,9,0,57104.0,9.400000000000034,0,309.59999999999997,536777.600000002,0,0,0,0,48.255812550703126,0.005421686743721875,0
1,298.9,308.2,1328,49.2,11,0,65337.600000000006,9.300000000000011,0,541.2,607639.6800000007,0,0,0,0,26.991869370083954,0.008283132523883182,0
2,298.8,308.2,1450,44.7,14,0,64815.00000000001,9.399999999999977,0,625.8000000000001,609260.9999999986,0,0,0,0,32.438478021510555,0.009655172407134363,0
0,298.9,308.2,2384,15.0,19,0,35760.0,9.300000000000011,0,285.0,332568.0000000004,0,1,0,0,158.9333227377785,0.007969798654375086,1
0,298.8,308.2,1443,53.4,21,0,77056.2,9.399999999999977,0,1121.3999999999999,724328.2799999982,0,0,0,0,27.02247140407357,0.014553014542929303,0
1,298.9,308.2,2022,20.0,23,0,40440.0,9.300000000000011,0,460.0,376092.00000000047,0,1,0,0,101.09999494500025,0.011374876354414008,1
0,298.9,308.2,1828,23.8,26,0,43506.4,9.300000000000011,0,618.8000000000001,404609.5200000005,0,0,0,0,76.80671946190253,0.01422319474057812,0
0,298.8,308.1,1472,53.5,28,0,78752.0,9.300000000000011,0,1498.0,732393.6000000009,0,0,0,0,27.514018177308074,0.019021739117512405,0
1,298.9,308.2,1372,63.6,30,1,87259.2,9.300000000000011,0,1908.0,811510.560000001,0,0,0,0,21.572326704837632,0.02186588919689075,0
0,298.9,308.3,1855,23.8,33,0,44149.0,9.400000000000034,0,785.4,415000.6000000015,0,0,0,0,77.94117319574902,0.017789757402808755,0
1,299.0,308.3,1377,47.2,35,0,64994.4,9.300000000000011,0,1652.0,604447.9200000007,0,0,0,0,29.17372819547186,0.02541757441872362,0
0,298.9,308.3,1432,48.9,38,0,70024.8,9.400000000000034,0,1858.2,658233.1200000024,0,0,0,0,29.28425297987213,0.026536312830631063,0
1,298.9,308.2,1335,47.8,40,0,63812.99999999999,9.300000000000011,0,1912.0,593460.9000000006,0,0,0,0,27.928869708601056,0.029962546794035542,0
1,298.9,308.2,1411,51.3,43,0,72384.3,9.300000000000011,0,2205.9,673173.9900000008,0,0,0,0,27.504872758189617,0.030474840517027042,0
0,298.9,308.2,1510,43.5,46,0,65685.0,9.300000000000011,0,2001.0,610870.5000000007,0,0,0,0,34.712642880169135,0.03046357613876584,0
0,299.0,308.3,1441,44.0,48,0,63404.0,9.300000000000011,0,2112.0,589657.2000000008,0,0,0,0,32.749999255681836,0.033310201226016516,0
1,299.0,308.2,1358,42.7,50,0,57986.600000000006,9.199999999999989,0,2135.0,533476.7199999994,0,0,0,0,31.803277943717145,0.03681885122472838,0
0,298.9,308.2,1686,30.4,53,0,51254.399999999994,9.300000000000011,0,1611.1999999999998,476665.9200000005,0,0,0,0,55.460524491430114,0.03143534992204309,0
2,299.0,308.2,1662,30.4,55,0,50524.799999999996,9.199999999999989,0,1672.0,464828.1599999994,0,0,0,0,54.67105083318912,0.03309265942653871,0
0,299.1,308.3,1426,40.1,60,0,57182.6,9.199999999999989,0,2406.0,526079.9199999993,0,0,0,0,35.56109637004747,0.042075736295879566,0
1,299.1,308.4,1330,53.6,62,0,71288.0,9.299999999999955,0,3323.2000000000003,662978.3999999968,0,0,0,0,24.813432372883724,0.046616541318333427,0
0,299.1,308.4,1693,31.6,65,0,53498.8,9.299999999999955,0,2054.0,497538.8399999976,0,0,0,0,53.57594767164722,0.03839338450183497,0
0,299.1,308.4,1426,47.9,67,0,68305.4,9.299999999999955,0,3209.2999999999997,635240.2199999968,0,0,0,0,29.770354284543753,0.04698457219706551,0
0,299.1,308.5,1676,31.0,69,0,51956.0,9.399999999999977,0,2139.0,488386.3999999988,0,0,0,0,54.06451438501566,0.04116945104942157,0
1,299.1,308.4,1332,51.7,71,0,68864.40000000001,9.299999999999955,0,3670.7000000000003,640438.9199999969,0,0,0,0,25.764022712494725,0.053303303263285806,0
0,299.1,308.5,1647,35.0,74,0,57645.0,9.399999999999977,0,2590.0,541862.9999999987,0,0,0,0,47.057141512653104,0.044930176050437046,0
0,299.2,308.6,1267,68.2,76,1,86409.40000000001,9.400000000000034,0,5183.2,812248.360000003,1,0,0,0,18.5777123375702,0.05998421463300377,1
2,299.2,308.7,1375,55.1,78,0,75762.5,9.5,0,4297.8,719743.75,0,0,0,0,24.954627496286253,0.056727272686016524,0
0,299.3,308.6,1422,48.9,83,0,69535.8,9.300000000000011,0,4058.7,646682.9400000009,0,0,0,0,29.079754006549,0.05836849503630907,0
