Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Machine_failure,ambient_temp,load_density,humidity,shift_encoded,temp_load_stress,humidity_wear,night_load
0,299.6,309.4,1643,32.9,145,0,24.72,0.686,37.37,0,16.958,5418.65,0
0,299.5,309.3,1333,54.1,147,0,26.1,0.444,50.0,1,11.588,7350.0,0
0,299.5,309.3,1520,42.3,149,0,31.5,0.889,42.27,2,28.004,6298.23,1
1,299.5,309.3,1902,24.0,151,0,29.05,0.648,51.25,0,18.824,7738.75,0
2,299.5,309.4,1386,44.4,154,0,28.77,0.693,59.72,1,19.938,9196.88,0
0,299.6,309.5,1803,27.7,159,0,31.4,0.563,48.95,2,17.678,7783.05,0
0,299.7,309.6,1359,50.7,161,0,27.45,0.451,63.64,0,12.38,10246.04,0
1,299.7,309.6,1477,42.7,163,0,29.56,0.559,46.43,1,16.524,7568.09,0
0,299.7,309.6,1321,53.4,166,0,27.59,0.683,63.85,2,18.844,10599.1,0
0,299.6,309.5,1453,41.4,168,0,29.06,0.751,68.1,0,21.824,11440.8,0
0,299.7,309.6,1419,45.1,170,0,25.67,0.674,65.14,1,17.302,11073.8,0
0,299.7,309.6,1512,36.2,172,0,18.24,0.702,51.56,2,12.804,8868.32,1
0,299.7,309.6,1553,36.8,174,0,27.46,0.599,33.75,0,16.449,5872.5,0
1,299.7,309.6,1534,39.1,176,0,33.69,0.724,60.82,1,24.392,10704.32,0
2,299.7,309.6,1553,41.0,179,0,31.7,0.872,53.75,2,27.642,9621.25,1
0,299.7,309.5,1352,49.7,184,0,31.86,0.756,45.22,0,24.086,8320.48,0
1,299.7,309.6,1313,60.0,186,0,32.94,0.771,49.44,1,25.397,9195.84,0
0,299.6,309.5,1570,35.5,189,0,28.35,0.694,69.34,2,19.675,13105.26,0
0,299.6,309.4,1677,31.1,191,0,28.79,0.425,43.63,0,12.236,8333.33,0
0,299.5,309.4,1602,31.5,193,0,25.53,0.493,59.68,1,12.586,11518.24,0
0,299.5,309.4,1390,58.8,195,1,26.74,0.718,57.18,2,19.199,11150.1,1
0,299.4,309.3,1544,36.0,197,0,30.46,0.648,51.43,0,19.738,10131.71,0
0,299.4,309.4,1701,31.2,199,0,32.82,0.716,61.45,1,23.499,12228.55,0
1,299.4,309.3,1692,28.4,201,0,27.44,0.901,71.32,2,24.723,14335.32,1
1,299.3,309.3,1523,37.9,204,0,26.2,0.759,52.04,0,19.886,10616.16,0
0,299.3,309.2,2280,15.4,207,0,28.0,0.839,52.57,1,23.492,10881.99,0
1,299.4,309.3,1485,47.1,209,0,30.4,0.664,61.22,2,20.186,12794.98,0
2,299.4,309.2,1513,36.1,212,0,22.22,0.529,64.18,0,11.754,13606.16,0
2,299.4,309.3,1743,28.2,0,0,18.82,0.641,53.72,1,12.064,0.0,0
0,299.5,309.3,1442,46.2,5,0,25.8,0.529,51.95,2,13.648,259.75,0
0,299.5,309.3,1462,46.7,7,0,23.12,0.884,32.82,0,20.438,229.74,0
2,299.4,309.3,1439,49.7,9,0,25.97,0.769,47.22,1,19.971,424.98,0
0,299.5,309.3,1577,36.6,14,0,27.41,0.728,43.61,2,19.954,610.54,1
0,299.6,309.4,1331,46.4,16,0,26.19,0.835,61.85,0,21.869,989.6,0
0,299.5,309.3,1941,22.5,18,0,33.81,0.347,52.56,1,11.732,946.08,0
0,299.5,309.2,1393,47.3,20,0,29.31,0.738,52.17,2,21.631,1043.4,1
0,299.4,309.2,1433,42.1,22,0,29.2,0.453,54.91,0,13.228,1208.02,0
0,299.4,309.2,1444,48.2,24,0,30.49,0.649,46.3,1,19.788,1111.2,0
0,299.4,309.2,1564,39.0,26,0,23.44,0.603,70.53,2,14.134,1833.78,0
0,299.4,309.3,1377,43.6,28,0,32.16,0.749,67.98,0,24.088,1903.44,0
0,299.4,309.3,1525,41.5,30,0,27.7,0.684,71.18,1,18.947,2135.4,0
1,299.5,309.4,1387,56.2,32,0,30.68,0.852,61.83,2,26.139,1978.56,1
1,299.4,309.4,1326,47.5,35,0,23.71,0.56,54.71,0,13.278,1914.85,0
0,299.4,309.3,1401,59.0,38,0,21.78,0.756,71.15,1,16.466,2703.7,0
0,299.4,309.3,1596,31.8,40,0,31.27,0.674,48.19,2,21.076,1927.6,0
1,299.3,309.3,1471,46.0,42,0,29.51,0.405,46.29,0,11.952,1944.18,0
0,299.3,309.3,1528,37.8,45,0,24.39,0.512,48.98,1,12.488,2204.1,0
0,299.3,309.3,1325,62.0,47,0,24.52,0.628,60.23,2,15.399,2830.81,0
1,299.3,309.1,1376,46.7,49,0,32.5,0.817,47.38,0,26.552,2321.62,0
1,299.3,309.1,1600,35.3,52,0,23.24,0.72,53.45,1,16.733,2779.4,0
0,299.3,309.1,1495,44.0,55,0,34.57,0.475,38.98,2,16.421,2143.9,0
0,299.4,309.1,1645,28.6,57,0,24.4,0.629,59.81,0,15.348,3409.17,0
1,299.4,309.1,1417,47.3,59,0,30.55,0.953,39.83,1,29.114,2349.97,0
2,299.4,309.0,1415,51.7,62,0,26.69,0.667,45.68,2,17.802,2832.16,0
1,299.3,309.0,1496,43.4,67,0,30.41,0.601,67.17,0,18.276,4500.39,0
2,299.3,309.0,1508,35.0,70,0,25.82,0.724,66.8,1,18.694,4676.0,0
0,299.4,309.0,1436,47.9,75,0,27.35,0.765,58.74,2,20.923,4405.5,1
0,299.5,309.1,1852,22.6,77,0,28.16,0.582,57.76,0,16.389,4447.52,0
0,299.5,309.1,1863,22.5,79,0,23.99,0.725,49.69,1,17.393,3925.51,0
2,299.4,309.1,1373,44.1,81,0,30.96,0.601,47.27,2,18.607,3828.87,0
0,299.4,309.0,1404,47.3,86,0,25.95,0.758,51.38,0,19.67,4418.68,0
1,299.4,309.0,1381,44.9,88,0,27.09,0.675,39.86,1,18.286,3507.68,0
2,299.4,308.9,1762,29.3,91,0,24.02,0.722,57.52,2,17.342,5234.32,1
2,299.3,308.9,1429,43.0,96,0,17.75,0.536,55.49,0,9.514,5327.04,0
1,299.3,308.9,1858,24.7,101,0,27.24,0.527,45.67,1,14.355,4612.67,0
2,299.2,308.8,1908,21.3,104,0,37.65,0.792,70.69,2,29.819,7351.76,1
1,299.2,308.8,1503,37.4,109,0,31.14,0.638,61.07,0,19.867,6656.63,0
1,299.2,308.8,1523,38.9,112,0,27.92,0.693,61.92,1,19.349,6935.04,0
0,299.3,309.0,1491,38.4,115,0,26.95,0.604,50.13,2,16.278,5764.95,0
0,299.2,308.9,1430,39.1,117,0,28.09,0.785,54.99,0,22.051,6433.83,0
0,299.3,308.9,1258,69.4,119,1,30.19,0.559,61.27,1,16.876,7291.13,0
0,299.3,309.0,1449,46.5,121,0,23.28,0.63,56.53,2,14.666,6840.13,0
2,299.3,309.0,1425,40.6,123,0,32.46,0.768,71.02,0,24.929,8735.46,0
0,299.4,309.0,1800,24.3,128,0,30.86,0.826,52.96,1,25.49,6778.88,0
2,299.4,309.0,1607,33.7,130,0,30.87,0.571,49.95,2,17.627,6493.5,0
0,299.4,309.0,1391,58.2,135,0,29.75,0.944,61.34,0,28.084,8280.9,0
0,299.4,309.1,1432,45.4,137,0,28.08,0.697,42.35,1,19.572,5801.95,0
0,299.4,309.0,1660,28.4,139,0,30.69,0.494,64.24,2,15.161,8929.36,0
2,299.3,309.0,1732,29.7,141,0,30.37,0.705,41.99,0,21.411,5920.59,0
0,299.3,309.0,1473,46.3,146,0,26.58,0.593,61.39,1,15.762,8962.94,0
0,299.3,309.0,1511,47.8,148,0,25.71,0.715,48.52,2,18.383,7180.96,1
0,299.2,308.9,1588,41.5,150,0,28.41,0.644,59.77,0,18.296,8965.5,0
0,299.3,308.9,1623,31.1,152,0,34.2,0.661,64.07,1,22.606,9738.64,0
0,299.3,309.0,1734,30.6,154,0,23.04,0.513,56.53,2,11.82,8705.62,0
0,299.3,309.0,1415,47.6,156,0,22.13,0.799,43.0,0,17.682,6708.0,0
0,299.3,309.0,1419,46.6,158,0,28.66,0.477,46.03,1,13.671,7272.74,0
1,299.3,308.9,1577,34.9,160,0,28.2,0.484,47.71,2,13.649,7633.6,0
0,299.3,308.9,1376,60.3,163,0,28.69,0.705,36.05,0,20.226,5876.15,0
1,299.3,308.8,1442,49.0,165,0,28.98,0.89,66.27,1,25.792,10934.55,0
0,299.4,308.9,1451,40.5,168,0,27.11,0.597,56.1,2,16.185,9424.8,0
0,299.3,308.8,1550,45.8,170,0,33.96,0.755,43.64,0,25.64,7418.8,0
0,299.3,308.8,1647,32.9,172,0,21.6,0.811,69.56,1,17.518,11964.32,0
0,299.4,308.9,1550,33.7,174,0,24.69,0.772,47.99,2,19.061,8350.26,1
0,299.4,308.9,1583,34.1,176,0,27.59,0.603,57.51,0,16.637,10121.76,0
0,299.4,309.0,1613,32.2,178,0,21.43,0.486,46.75,1,10.415,8321.5,0
2,299.3,308.8,1636,35.5,180,0,27.3,0.319,34.82,2,8.709,6267.6,0
1,299.3,308.7,1289,51.5,185,0,34.65,0.611,41.36,0,21.171,7651.6,0
1,299.3,308.8,1648,28.4,188,0,28.08,0.827,50.52,1,23.222,9497.76,0
2,299.3,308.8,1397,45.4,191,0,28.92,0.481,63.98,2,13.911,12220.18,0
1,299.3,308.9,1767,24.8,196,0,22.96,0.755,58.47,0,17.335,11460.12,0
0,299.3,308.8,1341,47.7,199,0,25.53,0.507,56.4,1,12.944,11223.6,0
1,299.4,308.9,1457,41.5,201,0,26.5,0.666,34.9,2,17.649,7014.9,0
1,299.4,309.0,1939,19.8,204,0,26.73,0.756,67.7,0,20.208,13810.8,0
1,299.5,309.0,1399,49.7,207,0,33.13,0.551,57.24,1,18.255,11848.68,0
1,299.5,309.0,1602,31.3,210,0,30.23,0.676,53.81,2,20.435,11300.1,0
0,299.4,309.0,1507,41.0,213,0,23.55,0.588,66.32,0,13.847,14126.16,0
0,299.4,309.1,1464,40.5,215,0,28.99,0.756,67.47,1,21.916,14506.05,0
0,299.5,309.1,1336,42.1,217,0,29.99,0.685,66.55,2,20.543,14441.35,0
0,299.6,309.2,1422,39.8,219,0,32.56,0.658,52.53,0,21.424,11504.07,0
0,299.6,309.2,1540,36.7,221,0,34.32,0.884,44.97,1,30.339,9938.37,0
0,299.5,309.1,1476,47.8,223,0,23.94,0.749,64.89,2,17.931,14470.47,1
1,299.6,309.2,1867,23.4,225,1,24.76,0.546,41.35,0,13.519,9303.75,0
2,299.6,309.1,1588,41.3,0,0,22.97,0.637,74.47,1,14.632,0.0,0
1,299.5,309.1,1420,49.5,5,0,27.06,0.639,55.28,2,17.291,276.4,0
0,299.5,309.1,1415,49.2,8,0,29.87,0.662,44.39,0,19.774,355.12,0
1,299.4,309.1,1500,43.3,10,0,31.95,1.0,42.68,1,31.95,426.8,0
0,299.5,309.1,1502,44.6,13,0,27.7,0.706,42.22,2,19.556,548.86,1
0,299.5,309.2,1816,23.0,15,0,26.72,0.345,56.4,0,9.218,846.0,0
1,299.5,309.2,1495,41.6,17,0,28.61,0.569,54.94,1,16.279,933.98,0
0,299.6,309.2,1572,33.4,20,0,24.66,0.36,42.64,2,8.878,852.8,0
1,299.5,309.2,1590,35.9,22,0,36.36,0.601,51.44,0,21.852,1131.68,0
1,299.6,309.3,1387,48.3,25,0,21.57,0.352,41.32,1,7.593,1033.0,0
1,299.6,309.2,1393,47.7,28,0,28.74,0.519,60.89,2,14.916,1704.92,0
0,299.6,309.2,1602,37.3,31,0,36.09,0.422,54.45,0,15.23,1687.95,0
0,299.6,309.2,1601,33.3,33,0,28.03,0.708,51.22,1,19.845,1690.26,0
2,299.6,309.2,1597,36.3,35,0,27.24,0.65,42.12,2,17.706,1474.2,0
2,299.5,309.1,1548,44.3,40,0,26.57,0.695,52.0,0,18.466,2080.0,0
1,299.5,309.2,1314,61.8,45,0,27.28,0.634,50.85,1,17.296,2288.25,0
1,299.6,309.3,1577,39.8,48,0,33.49,0.441,58.18,2,14.769,2792.64,0
0,299.8,309.4,1475,43.4,51,0,19.15,0.727,56.67,0,13.922,2890.17,0
0,299.8,309.4,1630,32.4,53,0,34.13,0.938,62.92,1,32.014,3334.76,0
0,299.7,309.4,1445,42.9,55,0,22.3,0.711,50.15,2,15.855,2758.25,1
1,299.8,309.4,1439,47.4,57,0,26.93,0.586,36.4,0,15.781,2074.8,0
0,299.7,309.3,1420,44.1,60,0,26.28,0.436,64.91,1,11.458,3894.6,0
2,299.7,309.2,1554,41.6,62,0,30.35,0.514,45.64,2,15.6,2829.68,0
1,299.6,309.1,1471,44.3,67,0,21.61,0.718,43.93,0,15.516,2943.31,0
0,299.6,309.0,1648,33.6,70,0,29.85,0.811,54.57,1,24.208,3819.9,0
0,299.6,309.0,1472,48.8,72,0,36.1,0.689,58.02,2,24.873,4177.44,0
1,299.5,308.9,1448,42.9,74,0,22.55,0.77,49.69,0,17.364,3677.06,0
1,299.6,308.9,1568,35.3,77,0,28.76,0.756,49.61,1,21.743,3819.97,0
0,299.6,308.9,1613,30.8,80,0,25.35,0.726,51.09,2,18.404,4087.2,1
1,299.7,308.9,1551,35.4,82,0,29.7,0.551,69.17,0,16.365,5671.94,0
0,299.7,309.0,1412,49.2,85,0,28.08,0.676,54.97,1,18.982,4672.45,0
1,299.7,308.9,1478,41.0,87,0,25.43,0.523,45.32,2,13.3,3942.84,0
1,299.8,309.1,1268,58.0,90,0,29.95,0.653,45.42,0,19.557,4087.8,0
0,299.8,309.1,1546,35.6,93,0,35.22,0.7,52.49,1,24.654,4881.57,0
0,299.8,309.0,1567,36.1,95,0,27.24,0.902,57.38,2,24.57,5451.1,1
1,299.9,309.2,1548,35.7,97,0,30.88,0.454,59.84,0,14.02,5804.48,0
0,299.8,309.0,1614,30.8,100,0,22.83,0.722,56.24,1,16.483,5624.0,0
1,299.7,309.1,1352,46.1,102,0,24.17,0.872,46.58,2,21.076,4751.16,1
0,299.9,309.2,1624,34.6,105,0,29.89,0.764,50.76,0,22.836,5329.8,0
0,299.9,309.2,1436,52.0,107,0,33.94,0.775,62.34,1,26.304,6670.38,0
0,299.8,309.2,1591,37.5,109,0,29.42,0.738,43.54,2,21.712,4745.86,1
2,299.8,309.2,1435,42.6,111,0,26.75,0.845,50.34,0,22.604,5587.74,0
0,299.8,309.3,1386,49.4,116,0,28.0,0.487,60.97,1,13.636,7072.52,0
0,299.7,309.2,1401,54.1,118,0,23.0,0.442,63.75,2,10.166,7522.5,0
1,299.6,309.0,1245,64.0,120,0,30.42,0.649,53.07,0,19.743,6368.4,0
0,299.7,309.1,1475,40.0,123,0,31.53,0.326,50.89,1,10.279,6259.47,0
0,299.7,309.1,1473,39.4,125,0,26.19,0.835,41.78,2,21.869,5222.5,1
2,299.7,309.2,1355,44.8,127,0,26.12,0.833,60.26,0,21.758,7653.02,0
2,299.7,309.2,1468,49.6,132,0,29.06,0.585,68.19,1,17.0,9001.08,0
0,299.7,309.2,1645,30.8,137,0,26.25,0.594,80.65,2,15.592,11049.05,0
0,299.7,309.1,1347,55.3,139,0,27.74,0.639,58.86,0,17.726,8181.54,0
0,299.7,309.1,1713,33.5,141,0,36.4,0.658,54.49,1,23.951,7683.09,0
1,299.6,309.1,1435,48.4,143,0,27.01,0.669,45.8,2,18.07,6549.4,0
1,299.6,309.0,1736,26.1,146,0,26.57,0.734,36.21,0,19.502,5286.66,0
0,299.6,309.0,1372,60.4,149,0,25.41,0.624,56.77,1,15.856,8458.73,0
0,299.7,309.0,1605,33.0,151,0,30.98,0.791,78.5,2,24.505,11853.5,1
0,299.6,309.0,1413,48.5,153,0,27.28,0.717,67.71,0,19.56,10359.63,0
1,299.7,309.0,1645,31.9,155,0,25.4,0.559,66.17,1,14.199,10256.35,0
1,299.7,309.0,1465,49.0,158,0,33.29,0.85,57.46,2,28.296,9078.68,1
1,299.6,308.9,1685,27.8,161,0,33.68,0.446,58.6,0,15.021,9434.6,0
0,299.5,308.8,1965,20.4,164,0,25.6,0.636,30.76,1,16.282,5044.64,0
2,299.4,308.6,1542,41.8,166,0,20.53,0.795,62.63,2,16.321,10396.58,1
0,299.4,308.7,1681,30.8,171,0,32.03,0.542,49.21,0,17.36,8414.91,0
0,299.5,308.7,1446,45.7,173,0,25.26,0.696,47.98,1,17.581,8300.54,0
0,299.4,308.6,1415,56.4,175,0,31.16,0.732,51.77,2,22.809,9059.75,1
0,299.5,308.6,1672,30.5,177,0,20.12,0.521,51.43,0,10.483,9103.11,0
0,299.5,308.7,2549,13.0,179,1,31.57,0.639,47.82,1,20.173,8559.78,0
0,299.4,308.6,1492,40.5,181,0,23.16,0.627,55.14,2,14.521,9980.34,0
1,299.4,308.6,1455,42.7,183,0,30.92,0.567,49.42,0,17.532,9043.86,0
1,299.3,308.5,1422,43.1,186,0,28.06,0.995,56.0,1,27.92,10416.0,0
0,299.3,308.6,1403,50.6,189,0,24.18,0.536,40.13,2,12.96,7584.57,0
0,299.3,308.6,1474,49.6,191,0,26.37,0.801,52.86,0,21.122,10096.26,0
0,299.2,308.6,1381,50.0,193,0,30.75,0.591,44.04,1,18.173,8499.72,0
0,299.2,308.5,1457,44.7,195,0,28.42,0.487,48.59,2,13.841,9475.05,0
0,299.2,308.4,1711,28.9,197,0,30.34,0.665,56.43,0,20.176,11116.71,0
0,299.2,308.4,1667,29.0,199,0,35.91,0.747,38.96,1,26.825,7753.04,0
0,299.2,308.4,1465,35.0,201,0,21.74,0.788,46.78,2,17.131,9402.78,1
1,299.3,308.4,1542,37.5,203,1,34.47,0.884,60.69,0,30.471,12320.07,0
1,299.3,308.4,1438,42.3,0,0,28.42,1.0,40.87,1,28.42,0.0,0
0,299.3,308.4,1406,47.4,3,0,24.4,0.688,72.78,2,16.787,218.34,0
1,299.2,308.4,1396,48.5,5,0,22.68,0.551,67.04,0,12.497,335.2,0
1,299.3,308.5,1304,60.6,8,0,27.24,0.718,50.05,1,19.558,400.4,0
0,299.2,308.5,1442,46.5,11,0,31.69,0.61,47.13,2,19.331,518.43,0
1,299.2,308.4,1396,48.7,13,0,27.49,0.789,57.02,0,21.69,741.26,0
2,299.1,308.3,1424,43.4,16,0,34.04,0.455,40.53,1,15.488,648.48,0
2,299.1,308.3,1451,42.8,21,0,22.2,1.0,34.98,2,22.2,734.58,1
0,299.2,308.4,1386,54.1,26,0,27.95,0.778,50.41,0,21.745,1310.66,0
0,299.1,308.3,1325,46.9,28,0,22.99,0.397,53.66,1,9.127,1502.48,0
0,299.1,308.3,1559,33.7,30,0,29.45,0.544,55.94,2,16.021,1678.2,0
0,299.1,308.3,1489,38.1,32,0,31.55,0.772,48.85,0,24.357,1563.2,0
0,299.1,308.3,1892,25.2,34,0,26.32,0.826,67.74,1,21.74,2303.16,0
0,299.1,308.2,1319,60.3,36,0,17.58,0.459,40.05,2,8.069,1441.8,0
0,299.1,308.3,1431,52.3,38,0,28.8,0.757,43.62,0,21.802,1657.56,0
2,299.1,308.3,1521,36.5,40,0,29.75,0.358,59.87,1,10.65,2394.8,0
1,299.1,308.2,1435,45.2,45,0,29.62,0.637,43.38,2,18.868,1952.1,0
0,299.1,308.3,1533,42.4,48,0,32.94,0.817,43.0,0,26.912,2064.0,0
1,299.2,308.4,1529,43.0,50,0,23.72,0.567,56.23,1,13.449,2811.5,0
1,299.2,308.4,1415,43.5,53,0,30.72,0.424,44.46,2,13.025,2356.38,0
1,299.2,308.4,1330,51.2,56,0,32.77,0.672,53.67,0,22.021,3005.52,0
0,299.2,308.5,1381,60.6,59,0,20.89,0.559,48.0,1,11.678,2832.0,0
0,299.2,308.5,1370,52.4,61,0,29.28,0.744,46.38,2,21.784,2829.18,1
0,299.2,308.5,1438,46.6,63,0,25.98,0.517,33.98,0,13.432,2140.74,0
0,299.3,308.6,1314,48.2,65,0,27.67,0.534,56.4,1,14.776,3666.0,0
0,299.3,308.6,1437,48.1,67,0,29.39,0.347,42.53,2,10.198,2849.51,0
0,299.2,308.5,1821,26.1,69,0,26.05,0.675,53.32,0,17.584,3679.08,0
1,299.3,308.6,1448,52.1,71,0,25.3,0.626,49.88,1,15.838,3541.48,0
0,299.3,308.5,1589,32.7,74,0,28.14,0.472,52.93,2,13.282,3916.82,0
0,299.3,308.6,1520,33.7,76,0,23.65,0.679,53.5,0,16.058,4066.0,0
0,299.3,308.6,1605,37.0,78,0,23.66,0.804,56.94,1,19.023,4441.32,0
0,299.3,308.7,1393,54.2,80,0,30.72,0.618,47.72,2,18.985,3817.6,0
2,299.3,308.7,1408,44.4,82,0,23.4,0.69,67.43,0,16.146,5529.26,0
1,299.3,308.7,1459,35.6,87,0,30.67,0.691,36.53,1,21.193,3178.11,0
0,299.4,308.7,1525,39.0,90,0,29.85,0.469,52.73,2,14.0,4745.7,0
0,299.4,308.8,1390,57.0,92,0,21.1,0.958,63.36,0,20.214,5829.12,0
0,299.3,308.7,1536,38.9,94,0,25.29,0.579,59.77,1,14.643,5618.38,0
0,299.4,308.7,1459,47.6,96,0,32.78,0.748,45.25,2,24.519,4344.0,1
0,299.2,308.5,1387,51.1,98,0,24.08,0.765,46.92,0,18.421,4598.16,0
0,299.2,308.5,1378,53.4,100,0,26.14,0.629,44.93,1,16.442,4493.0,0
0,299.4,308.7,1381,56.7,102,0,29.85,0.741,60.99,2,22.119,6220.98,1
1,299.4,308.7,1289,60.5,104,0,31.13,0.687,47.6,0,21.386,4950.4,0
0,299.4,308.6,1746,26.8,107,0,26.99,0.437,57.55,1,11.795,6157.85,0
1,299.4,308.6,1541,39.1,109,0,25.61,0.6,57.64,2,15.366,6282.76,0
0,299.4,308.7,1504,37.8,112,0,33.69,0.558,78.68,0,18.799,8812.16,0
1,299.5,308.7,1321,51.9,114,0,34.96,0.581,58.13,1,20.312,6626.82,0
1,299.5,308.8,1886,20.9,117,0,31.92,0.454,46.89,2,14.492,5486.13,0
0,299.6,308.9,1422,53.2,120,0,28.34,0.819,40.4,0,23.21,4848.0,0
0,299.5,308.9,1520,38.3,122,0,24.77,0.89,52.24,1,22.045,6373.28,0
0,299.4,308.8,1627,32.6,124,0,24.68,0.797,53.81,2,19.67,6672.44,1
0,299.4,308.7,1512,37.2,126,0,30.09,0.841,32.89,0,25.306,4144.14,0
0,299.4,308.7,1553,42.7,128,0,29.67,0.598,47.86,1,17.743,6126.08,0
0,299.3,308.7,1802,26.0,130,0,33.61,0.555,57.97,2,18.654,7536.1,0
0,299.3,308.6,1482,37.6,132,0,30.6,0.533,49.68,0,16.31,6557.76,0
0,299.4,308.7,1446,62.9,134,1,21.99,0.747,64.69,1,16.427,8668.46,0
0,299.3,308.6,1371,50.5,136,0,32.21,0.684,39.42,2,22.032,5361.12,0
1,299.2,308.6,1586,35.7,138,0,24.01,0.638,61.77,0,15.318,8524.26,0
0,299.2,308.5,1515,39.8,141,0,26.46,0.844,64.14,1,22.332,9043.74,0
0,299.2,308.5,1374,53.6,143,0,29.0,0.711,64.56,2,20.619,9232.08,1
0,299.1,308.5,1455,39.8,145,0,35.98,0.524,39.34,0,18.854,5704.3,0
2,299.2,308.5,1342,47.5,147,0,40.44,0.548,58.15,1,22.161,8548.05,0
0,299.1,308.6,1260,57.8,152,0,30.43,0.752,48.31,2,22.883,7343.12,1
2,299.0,308.5,1623,33.5,154,0,27.27,0.806,40.94,0,21.98,6304.76,0
0,299.1,308.5,1371,55.5,159,0,30.14,0.733,50.86,1,22.093,8086.74,0
0,299.1,308.6,1611,31.4,161,0,31.55,0.935,45.95,2,29.499,7397.95,1
1,299.0,308.4,1535,47.5,163,0,26.72,0.895,64.21,0,23.914,10466.23,0
1,299.1,308.6,1491,38.5,166,0,35.18,0.716,60.13,1,25.189,9981.58,0
1,299.1,308.6,1441,36.2,169,0,28.92,0.524,43.48,2,15.154,7348.12,0
1,299.1,308.8,1725,26.6,172,0,29.99,0.454,47.76,0,13.615,8214.72,0
0,299.2,308.9,1368,47.2,175,0,30.66,0.592,51.19,1,18.151,8958.25,0
0,299.2,308.9,1526,37.9,177,0,29.69,0.763,54.28,2,22.653,9607.56,1
0,299.2,308.8,1542,39.2,179,0,31.36,0.924,65.06,0,28.977,11645.74,0
0,299.2,308.8,1605,31.1,181,0,25.53,0.713,61.91,1,18.203,11205.71,0
0,299.2,308.8,1405,51.4,183,0,25.77,0.825,55.51,2,21.26,10158.33,1
1,299.2,308.8,1700,33.5,185,0,23.6,0.613,52.39,0,14.467,9692.15,0
2,299.2,308.8,1440,39.1,188,0,29.76,0.743,37.27,1,22.112,7006.76,0
1,299.2,308.8,1314,52.5,193,0,31.12,0.774,67.92,2,24.087,13108.56,1
0,299.2,308.7,1514,41.9,196,0,29.83,0.353,50.53,0,10.53,9903.88,0
1,299.2,308.7,1401,47.0,198,0,34.7,0.588,70.55,1,20.404,13968.9,0
0,299.3,308.8,1636,29.9,201,0,27.98,0.792,56.96,2,22.16,11448.96,1
0,299.3,308.8,1603,33.9,203,0,30.67,0.691,75.25,0,21.193,15275.75,0
1,299.4,308.7,1487,52.6,205,0,23.63,0.471,61.06,1,11.13,12517.3,0
1,299.3,308.7,1420,50.3,208,0,26.45,0.285,40.68,2,7.538,8461.44,0
0,299.3,308.7,1579,36.3,211,0,30.78,0.595,48.86,0,18.314,10309.46,0
0,299.3,308.7,1484,40.5,213,0,31.4,0.639,53.31,1,20.065,11355.03,0
1,299.3,308.7,1390,49.3,215,0,26.82,0.517,46.26,2,13.866,9945.9,0
0,299.3,308.6,1384,53.6,218,1,27.71,0.671,51.23,0,18.593,11168.14,0
0,299.2,308.5,1378,50.4,220,1,21.93,0.726,41.33,1,15.921,9092.6,0
0,299.2,308.5,1445,45.2,222,0,26.57,0.751,55.06,2,19.954,12223.32,1
0,299.2,308.4,1445,43.5,224,0,31.56,0.297,57.37,0,9.373,12850.88,0
0,299.2,308.4,1509,39.4,0,0,30.3,0.453,44.96,1,13.726,0.0,0
0,299.2,308.4,1434,46.8,2,0,30.0,0.604,74.4,2,18.12,148.8,0
0,299.2,308.4,1877,23.9,4,0,28.2,0.736,55.64,0,20.755,222.56,0
0,299.3,308.3,1651,28.0,6,0,28.03,0.723,46.83,1,20.266,280.98,0
0,299.2,308.2,1466,41.3,8,0,25.36,0.721,38.7,2,18.285,309.6,1
0,299.1,308.1,1479,40.7,10,0,30.8,0.592,55.6,0,18.234,556.0,0
0,299.1,308.2,1409,46.4,12,0,29.68,0.601,52.4,1,17.838,628.8,0
1,299.2,308.2,1674,28.2,14,0,29.97,0.541,62.83,2,16.214,879.62,0
0,299.1,308.3,1305,61.4,17,0,25.9,0.765,53.57,0,19.813,910.69,0
1,299.2,308.3,1755,26.4,19,0,19.39,0.512,43.06,1,9.928,818.14,0
0,299.2,308.4,1475,38.7,22,0,32.39,0.778,71.71,2,25.199,1577.62,1
0,299.2,308.4,1402,47.7,24,0,26.08,0.681,59.36,0,17.76,1424.64,0
0,299.2,308.3,1410,43.0,26,0,24.55,0.643,52.46,1,15.786,1363.96,0
0,299.2,308.4,1436,41.8,28,0,30.77,0.551,56.65,2,16.954,1586.2,0
1,299.3,308.5,1386,42.2,30,0,26.43,0.447,59.74,0,11.814,1792.2,0
0,299.3,308.6,1744,26.4,33,0,32.24,0.553,40.71,1,17.829,1343.43,0
0,299.2,308.4,1393,48.4,35,0,30.47,0.6,56.58,2,18.282,1980.3,0
1,299.3,308.5,1422,45.4,37,0,30.73,0.295,50.5,0,9.065,1868.5,0
0,299.2,308.4,1841,22.8,40,0,22.54,0.62,60.07,1,13.975,2402.8,0
0,299.3,308.6,1433,37.7,42,0,32.85,0.789,47.6,2,25.919,1999.2,1
1,299.3,308.5,1305,60.6,44,0,29.05,0.735,48.95,0,21.352,2153.8,0
2,299.3,308.6,1498,39.5,47,0,26.52,0.576,71.63,1,15.276,3366.61,0
