Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Power,Temp_diff,Tool_wear_bin,Torque_x_Wear,Power_x_Temp,Torque_Nm_outlier,Rotational_speed_rpm_outlier,Tool_wear_min_outlier,Power_outlier,RPM_per_Torque,Wear_rate,Multi_flag
2,302.2,311.3,1758,26.4,4,46411.2,9.100000000000025,0,105.6,422341.920000001,0,0,0,0,66.59090656852626,0.0022753128542233,0
0,298.1,308.7,1683,29.1,161,48975.3,10.599999999999966,1,4685.1,519138.1799999984,0,0,0,0,57.835049558933,0.0956625073703728,0
0,298.3,308.8,1645,30.4,33,50008.0,10.5,0,1003.2,525084.0,0,0,0,0,54.11184032526841,0.0200607902613612,0
0,299.0,310.1,1375,48.9,59,67237.5,11.100000000000025,0,2885.1,746336.2500000015,0,0,0,0,28.11860883193029,0.0429090908778843,0
0,299.6,310.6,1642,35.1,149,57634.2,11.0,1,5229.900000000001,633976.2000000001,0,0,0,0,46.78062544784543,0.0907429962906559,0
1,301.7,311.0,1298,58.1,168,75413.8,9.300000000000011,1,9760.8,701348.3400000009,0,0,0,0,22.34079135385901,0.1294298920420416,0
0,300.3,309.6,1404,44.6,87,62618.4,9.300000000000011,0,3880.2,582351.1200000007,0,0,0,0,31.47981992197713,0.0619658119216767,0
0,301.6,310.9,1385,50.7,195,70219.5,9.299999999999956,1,9886.5,653041.3499999968,0,0,0,0,27.3175537018234,0.1407942237250583,0
1,300.1,309.2,1385,46.1,120,63848.5,9.099999999999966,1,5532.0,581021.3499999978,0,0,0,0,30.04338329623897,0.0866425992154205,0
1,301.7,310.5,1625,35.9,121,58337.5,8.800000000000011,1,4343.9,513370.00000000064,0,0,0,0,45.26462269457876,0.0744615384157159,0
0,297.5,308.3,1596,36.8,77,58732.8,10.800000000000011,0,2833.6,634314.2400000006,0,0,0,0,43.36956403887055,0.0482456140048586,0
0,297.7,309.0,1507,38.2,94,57567.4,11.300000000000011,0,3590.8,650511.6200000007,0,0,0,0,39.450260747375374,0.0623755805823652,0
0,299.5,309.1,1357,47.3,106,64186.1,9.600000000000025,1,5013.799999999999,616186.5600000015,0,0,0,0,28.68921715244784,0.0781134855725029,0
0,300.7,312.3,1715,26.8,146,45962.0,11.600000000000025,1,3912.8,533159.200000001,0,0,0,0,63.99253492565168,0.0851311952856377,0
0,299.3,309.1,1293,53.7,189,69434.1,9.800000000000011,1,10149.3,680454.1800000009,0,0,0,0,24.07821184211896,0.1461716936224503,0
0,298.4,308.6,1569,34.4,160,53973.6,10.200000000000044,1,5504.0,550530.7200000024,0,0,0,0,45.6104637903935,0.1019757806870772,0
0,299.2,308.5,1370,52.4,61,71788.0,9.300000000000011,0,3196.4,667628.4000000008,0,0,0,0,26.145037668987836,0.044525547412755,0
1,299.9,309.5,1582,38.2,160,60432.4,9.600000000000025,1,6112.0,580151.0400000014,0,0,0,0,41.41361148131907,0.1011378001889141,0
1,302.5,311.5,1481,41.1,215,60869.1,9.0,2,8836.5,547821.9,0,0,0,0,36.034062383599455,0.1451721808607885,0
1,298.9,310.7,1638,33.6,218,55036.8,11.800000000000011,2,7324.8,649434.2400000007,0,0,0,0,48.74999854910719,0.133089133007882,0
1,301.3,310.8,1418,45.4,59,64377.2,9.5,0,2678.6,611583.4,0,0,0,0,31.233479488249355,0.0416078984191763,0
2,300.1,310.1,1426,42.7,64,60890.2,10.0,0,2732.8,608902.0,0,0,0,0,33.395783761222866,0.0448807853822715,0
0,298.4,309.2,1610,32.4,194,52164.0,10.800000000000011,1,6285.599999999999,563371.2000000005,0,0,0,0,49.691356491007525,0.120496894335095,0
0,300.1,311.3,1305,64.7,66,84433.5,11.199999999999989,0,4270.2,945655.199999999,0,0,0,0,20.170015144203784,0.0505747126049235,0
1,298.5,309.6,1364,58.7,123,80066.8,11.100000000000025,1,7220.1,888741.4800000018,0,0,0,0,23.23679687841913,0.0901759530130674,0
0,298.8,309.4,1387,54.1,171,75036.7,10.599999999999966,1,9251.1,795389.0199999975,0,0,0,0,25.637707474349217,0.1232876711439887,0
0,302.0,311.1,1635,36.0,23,58860.0,9.100000000000025,0,828.0,535626.0000000013,0,0,0,0,45.41666540509263,0.0140672782788579,0
0,297.8,307.7,1393,38.0,29,52934.0,9.899999999999975,0,1102.0,524046.5999999988,0,0,0,0,36.65789377216069,0.0208183775873522,0
2,303.0,312.5,1698,30.0,89,50940.0,9.5,0,2670.0,483930.0,0,0,0,0,56.59999811333339,0.0524146053872705,0
0,301.2,310.7,1644,31.6,166,51950.4,9.5,1,5245.6,493528.8,0,0,0,0,52.02531480932548,0.1009732359483131,0
2,300.2,311.5,1515,36.8,27,55751.99999999999,11.300000000000011,0,993.6,629997.6000000006,0,0,0,0,41.16847714216095,0.0178217821664542,0
0,300.0,310.5,1517,42.2,186,64017.4,10.5,1,7849.200000000001,672182.7000000001,0,0,0,0,35.94786644673302,0.1226104152125178,0
0,296.9,308.1,1422,48.7,215,69251.40000000001,11.200000000000044,2,10470.5,775615.6800000032,0,0,0,0,29.199178045191417,0.1511954991904391,0
0,299.8,309.1,1668,30.3,200,50540.4,9.300000000000011,1,6060.0,470025.7200000006,0,0,0,0,55.04950313367976,0.1199040766667241,0
1,303.3,311.5,1384,54.8,48,75843.2,8.199999999999989,0,2630.4,621914.2399999991,0,0,0,0,25.255473991688437,0.0346820808997961,0
0,301.0,312.2,1601,33.0,109,52833.0,11.199999999999989,1,3597.0,591729.5999999994,0,0,0,0,48.51515004499546,0.0680824484271814,0
0,300.9,310.7,1740,25.3,164,44022.0,9.800000000000011,1,4149.2,431415.6000000005,0,0,0,0,68.77470083894463,0.09425287350905,0
2,297.7,308.4,1738,27.7,96,48142.6,10.699999999999989,0,2659.2,515125.8199999994,0,0,0,0,62.74368004535451,0.0552359033053878,0
0,301.9,309.8,1507,44.7,131,67362.90000000001,7.900000000000034,1,5855.700000000001,532166.9100000024,0,0,0,0,33.713645778218215,0.0869276708115941,0
2,299.7,309.3,1494,37.8,214,56473.2,9.600000000000025,2,8089.2,542142.7200000013,0,0,0,0,39.52380847820613,0.1432396250714594,0
0,302.0,310.1,1361,45.4,174,61789.4,8.100000000000023,1,7899.599999999999,500494.1400000014,0,0,0,0,29.977972907974166,0.1278471711037125,0
1,303.0,311.2,1387,41.4,100,57421.8,8.199999999999989,0,4140.0,470858.7599999993,0,0,0,0,33.502414649700135,0.0720980533005781,0
0,298.9,310.0,1776,25.7,51,45643.2,11.100000000000025,0,1310.7,506639.520000001,0,0,0,0,69.10505567684608,0.0287162162000471,0
0,302.6,310.8,1470,41.2,156,60564.00000000001,8.199999999999989,1,6427.200000000001,496624.79999999935,0,0,0,0,35.679610784475464,0.1061224489073996,0
0,302.7,312.3,1858,25.4,2,47193.2,9.600000000000025,0,50.8,453054.720000001,0,0,0,0,73.14960341930696,0.0010764262642215,0
1,300.9,310.9,1636,35.3,153,57750.8,10.0,1,5400.9,577508.0,0,0,0,0,46.34560775224908,0.0935207823389237,0
1,300.3,309.5,1320,62.2,142,82104.0,9.199999999999989,1,8832.4,755356.7999999991,0,0,0,0,21.221864610580955,0.1075757574942607,0
0,303.8,312.9,1514,34.3,180,51930.2,9.099999999999966,1,6173.999999999999,472564.8199999982,0,0,0,0,44.139940404083376,0.1188903565925426,0
1,302.9,311.2,1467,37.7,73,55305.9,8.300000000000011,0,2752.1000000000004,459038.9700000006,0,0,0,0,38.91246581134043,0.0497614178256568,0
1,301.2,310.3,1379,43.2,56,59572.8,9.100000000000025,0,2419.2000000000003,542112.4800000014,0,0,0,0,31.921295557377416,0.0406091370263893,0
0,302.2,311.5,1481,40.4,93,59832.4,9.300000000000011,0,3757.2,556441.3200000006,0,0,0,0,36.65841493419765,0.0627954084653643,0
1,298.4,308.2,1610,35.0,24,56350.0,9.800000000000011,0,840.0,552230.0000000007,0,0,0,0,45.99999868571432,0.0149068322888777,0
1,304.1,313.2,1586,41.1,129,65184.600000000006,9.099999999999966,1,5301.900000000001,593179.8599999978,0,0,0,0,38.58880684698767,0.0813366960395102,0
0,298.3,309.4,1570,35.6,138,55892.0,11.099999999999966,1,4912.8,620401.1999999981,0,0,0,0,44.10112235671005,0.0878980891159884,0
2,300.7,310.8,1346,52.0,193,69992.0,10.100000000000025,1,10036.0,706919.2000000016,0,0,0,0,25.88461488683433,0.1433878156438426,0
0,300.0,311.2,1351,44.1,206,59579.1,11.199999999999989,2,9084.6,667285.9199999993,0,0,0,0,30.634919940251248,0.1524796445947596,0
0,297.9,307.6,1504,42.4,180,63769.6,9.700000000000044,1,7632.0,618565.1200000029,0,0,0,0,35.47169727661092,0.1196808509842547,0
1,300.6,310.5,1462,41.3,68,60380.6,9.899999999999975,0,2808.4,597767.9399999987,0,0,0,0,35.399514881367686,0.046511627875163,0
0,300.7,309.5,1508,39.9,59,60169.2,8.800000000000011,0,2354.1,529488.9600000007,0,0,0,0,37.79448526830864,0.0391246684090685,0
1,301.3,310.8,1509,40.1,25,60510.9,9.5,0,1002.5,574853.55,0,0,0,0,37.63092175483986,0.0165672630771588,0
0,302.3,311.3,1439,41.8,96,60150.2,9.0,0,4012.8,541351.7999999999,0,0,0,0,34.42583649698956,0.0667129950891501,0
0,299.1,308.4,1426,47.9,67,68305.4,9.299999999999956,0,3209.3,635240.2199999968,0,0,0,0,29.770354284543757,0.0469845721970655,0
0,298.7,309.9,1446,43.3,46,62611.8,11.199999999999989,0,1991.8,701252.1599999992,0,0,0,0,33.394918397346,0.0318118948604343,0
0,300.9,309.5,1612,35.2,124,56742.4,8.600000000000023,1,4364.8,487984.6400000013,0,0,0,0,45.79545324444735,0.0769230768753578,0
2,302.7,310.8,1275,55.0,25,70125.0,8.100000000000023,0,1375.0,568012.5000000016,0,0,0,0,23.18181776033059,0.0196078431218762,0
0,297.4,308.8,1640,34.2,142,56088.00000000001,11.400000000000034,1,4856.400000000001,639403.200000002,0,0,0,0,47.953214972128215,0.0865853658008625,0
2,301.4,310.5,1421,43.8,182,62239.8,9.100000000000025,1,7971.599999999999,566382.1800000013,0,0,0,0,32.44292163372325,0.1280788176438572,0
0,303.8,312.9,1442,48.3,52,69648.59999999999,9.099999999999966,0,2511.6,633802.2599999976,0,0,0,0,29.85507184565069,0.0360610263272808,0
1,299.0,310.0,1486,34.6,91,51415.6,11.0,0,3148.6,565571.6,0,0,0,0,42.94797563734175,0.0612382233773632,0
0,298.0,307.8,1453,37.7,119,54778.100000000006,9.800000000000011,1,4486.3,536825.3800000007,0,0,0,0,38.54111303604475,0.0818995181817622,0
0,299.6,309.2,1425,45.9,133,65407.5,9.599999999999966,1,6104.7,627911.9999999978,0,0,0,0,31.045750957608917,0.0933333332678362,0
2,299.2,310.5,1329,48.9,30,64988.1,11.300000000000011,0,1467.0,734365.5300000007,0,0,0,0,27.177913554643897,0.022573363414166,0
1,302.3,311.4,1345,47.6,67,64022.0,9.099999999999966,0,3189.2000000000003,582600.1999999979,0,0,0,0,28.256301927388616,0.0498141263570155,0
2,301.6,309.9,1423,53.6,95,76272.8,8.299999999999955,0,5092.0,633064.2399999965,0,0,0,0,26.548506967378604,0.0667603653782428,0
1,301.9,310.9,1421,46.2,26,65650.2,9.0,0,1201.2,590851.7999999999,0,0,0,0,30.75757509182738,0.0182969739491224,0
0,297.7,309.2,1365,58.6,170,79989.0,11.5,1,9962.0,919873.5,0,0,0,0,23.29351496086152,0.1245421244508848,0
0,296.8,308.0,1371,54.5,86,74719.5,11.199999999999989,0,4687.0,836858.3999999992,0,0,0,0,25.155962841174997,0.0627279357675215,0
0,299.0,310.4,1339,49.6,94,66414.40000000001,11.399999999999975,0,4662.400000000001,757124.1599999986,0,0,0,0,26.99596719766195,0.0702016429647485,0
1,302.3,311.7,1504,37.3,107,56099.2,9.399999999999975,1,3991.1,527332.4799999987,0,0,0,0,40.321714736683255,0.0711436169739736,0
0,301.6,310.7,1380,51.8,216,71484.0,9.099999999999966,2,11188.8,650504.3999999976,0,0,0,0,26.64092612662305,0.1565217390170132,0
1,300.9,309.4,1724,25.6,119,44134.4,8.5,1,3046.4,375142.4,0,0,0,0,67.34374736938486,0.0690255220017253,0
0,298.4,310.1,1455,42.2,94,61401.00000000001,11.700000000000044,0,3966.8,718391.7000000029,0,0,0,0,34.47867216875184,0.0646048109521616,0
2,299.7,309.2,1302,55.5,87,72261.0,9.5,0,4828.5,686479.5,0,0,0,0,23.459459036766503,0.0668202764463745,0
1,301.0,309.7,1288,58.4,162,75219.2,8.699999999999989,1,9460.8,654407.0399999991,0,0,0,0,22.05479414289736,0.1257763974178754,0
1,303.6,312.1,1967,20.9,2,41110.3,8.5,0,41.8,349437.55,0,1,0,0,94.11482803278336,0.0010167768169716,1
0,300.1,309.3,1712,28.5,141,48792.0,9.199999999999989,1,4018.5,448886.3999999994,0,0,0,0,60.07017333087111,0.0823598130360047,0
0,299.0,310.0,1484,39.6,212,58766.4,11.0,2,8395.2,646430.4,0,0,0,0,37.47474652841549,0.1428571427608779,0
1,297.4,309.1,1463,35.0,183,51205.0,11.700000000000044,1,6405.0,599098.5000000023,0,0,0,0,41.79999880571432,0.1250854407894152,0
1,301.7,311.1,1618,36.7,115,59380.600000000006,9.400000000000034,1,4220.5,558177.6400000021,0,0,0,0,44.08719225920457,0.0710754016866035,0
0,300.3,311.4,1526,38.5,101,58751.0,11.099999999999966,1,3888.5,652136.099999998,0,0,0,0,39.636362606847726,0.0661861074271388,0
0,298.9,308.7,1572,34.1,80,53605.2,9.800000000000011,0,2728.0,525330.9600000007,0,0,0,0,46.09970539297052,0.0508905852093571,0
2,301.3,311.0,1580,36.6,184,57828.0,9.699999999999989,1,6734.400000000001,560931.5999999994,0,0,0,0,43.169397727612086,0.1164556961288255,0
0,297.4,309.2,1437,40.4,117,58054.8,11.800000000000011,1,4726.8,685046.6400000006,0,0,0,0,35.56930605026471,0.0814196241604595,0
0,298.0,308.1,1877,24.3,0,45611.1,10.100000000000025,0,0.0,460672.110000001,0,0,0,0,77.2427951751936,0.0,0
0,298.2,308.7,1991,20.5,36,40815.5,10.5,0,738.0,428562.75,0,1,0,0,97.12194648185628,0.0180813661385829,1
0,298.2,308.1,1379,62.3,149,85911.7,9.900000000000034,1,9282.7,850525.8300000029,0,0,0,0,22.13483110537992,0.1080493110166429,0
0,302.2,311.3,1602,32.8,120,52545.6,9.100000000000025,1,3936.0,478164.9600000012,0,0,0,0,48.84146192556519,0.0749063669944404,0
1,300.5,309.9,1483,49.3,124,73111.9,9.399999999999975,1,6113.2,687251.8599999982,0,0,0,0,30.081135292471902,0.0836142952908871,0
0,298.9,310.1,1495,42.9,175,64135.5,11.200000000000044,1,7507.5,718317.6000000029,0,0,0,0,34.84848403616588,0.117056856108992,0
1,298.1,309.3,1752,25.2,77,44150.4,11.199999999999989,0,1940.4,494484.4799999995,0,0,0,0,69.5238067649283,0.0439497716644122,0
0,300.7,309.8,1406,48.4,151,68050.4,9.100000000000025,1,7308.4,619258.6400000015,0,0,0,0,29.04958617666145,0.1073968704783805,0
0,299.8,309.7,1624,34.2,96,55540.8,9.899999999999975,0,3283.2000000000003,549853.9199999988,0,0,0,0,47.4853787284977,0.059113300456211,0
1,301.5,310.5,1600,32.8,205,52479.99999999999,9.0,2,6723.999999999999,472320.0,0,0,0,0,48.78048631766811,0.1281249999199218,0
2,298.6,309.8,1279,55.9,152,71496.09999999999,11.199999999999989,1,8496.8,800756.3199999991,0,0,0,0,22.880142703396377,0.1188428458804981,0
0,300.2,311.7,1286,55.1,42,70858.6,11.5,0,2314.2000000000003,814873.9,0,0,0,0,23.339382516526637,0.0326594089948216,0
2,297.5,309.3,1459,49.7,201,72512.3,11.800000000000011,2,9989.7,855645.1400000008,0,0,0,0,29.356136230258823,0.1377655927774053,0
2,300.8,310.3,1457,46.8,182,68187.59999999999,9.5,1,8517.6,647782.2,0,0,0,0,31.132477967254747,0.1249142071894892,0
1,300.5,311.4,1743,27.6,46,48106.8,10.899999999999975,0,1269.6,524364.119999999,0,0,0,0,63.15217162492132,0.0263912793881863,0
0,297.0,307.6,1575,37.4,98,58905.0,10.600000000000025,0,3665.2,624393.0000000014,0,0,0,0,42.11229833924337,0.062222222182716,0
0,297.4,308.4,1603,34.6,65,55463.8,11.0,0,2249.0,610101.8,0,0,0,0,46.32947842978386,0.0405489706546793,0
1,302.5,311.9,1347,54.3,125,73142.09999999999,9.399999999999975,1,6787.5,687535.7399999982,0,0,0,0,24.806629377410143,0.0927988121063111,0
1,301.0,310.7,1455,46.1,103,67075.5,9.699999999999989,1,4748.3,650632.3499999993,0,0,0,0,31.56182144117524,0.0707903779582196,0
0,297.4,308.6,1276,53.6,103,68393.6,11.200000000000044,1,5520.8,766008.3200000032,0,0,0,0,23.805969705112503,0.0807210030715352,0
0,301.0,311.3,1342,50.9,60,68307.8,10.300000000000011,0,3054.0,703570.3400000008,0,0,0,0,26.36542187887187,0.0447093889383685,0
0,302.6,311.7,1773,27.1,30,48048.3,9.099999999999966,0,813.0,437239.5299999984,0,0,0,0,65.42435182935971,0.0169204737637222,0
0,300.7,311.0,1596,36.9,174,58892.4,10.300000000000011,1,6420.599999999999,606591.7200000006,0,0,0,0,43.25203134818344,0.1090225563226675,0
1,299.5,308.8,1886,20.9,117,39417.4,9.300000000000011,1,2445.3,366581.8200000004,0,0,0,0,90.23923013209424,0.0620360551102672,0
1,301.7,310.9,1435,48.0,66,68880.0,9.199999999999989,0,3168.0,633695.9999999992,0,0,0,0,29.895832710503488,0.0459930313268341,0
1,298.5,308.2,1564,37.5,15,58650.0,9.699999999999989,0,562.5,568904.9999999993,0,0,0,0,41.70666555448892,0.0095907928327424,0
0,303.3,312.7,1643,30.7,142,50440.1,9.399999999999975,1,4359.4,474136.9399999989,0,0,0,0,53.51791356619174,0.0864272671415537,0
1,303.3,312.6,1482,44.4,73,65800.8,9.300000000000011,0,3241.2,611947.4400000008,0,0,0,0,33.37837762661312,0.0492577597508382,0
0,296.7,308.0,1580,32.2,39,50876.00000000001,11.300000000000011,0,1255.8000000000002,574898.8000000006,0,0,0,0,49.06832145750555,0.0246835442881749,0
2,300.1,311.4,1485,40.4,75,59994.0,11.299999999999956,0,3030.0,677932.1999999973,0,0,0,0,36.757424832737016,0.0505050504710403,0
0,302.2,311.5,1616,34.0,19,54944.0,9.300000000000011,0,646.0,510979.2000000007,0,0,0,0,47.52941036678205,0.0117574257352986,0
0,300.9,310.9,1477,41.5,100,61295.5,10.0,0,4150.0,612955.0,0,0,0,0,35.59036058818408,0.0677048069954605,0
0,301.1,310.5,1324,52.4,171,69377.59999999999,9.399999999999975,1,8960.4,652149.4399999983,0,0,0,0,25.26717509032109,0.1291540784523005,0
1,297.4,308.9,1348,59.1,201,79666.8,11.5,2,11879.1,916168.2,0,0,0,0,22.808798260426425,0.1491097921742508,0
0,299.0,308.8,1495,38.4,75,57408.0,9.800000000000011,0,2880.0,562598.4000000006,0,0,0,0,38.93229065280494,0.0501672240467108,0
0,299.2,309.1,1605,34.3,107,55051.49999999999,9.900000000000034,1,3670.1,545009.8500000018,0,0,0,0,46.79300155122445,0.0666666666251298,0
1,300.1,311.3,1650,33.8,38,55769.99999999999,11.199999999999989,0,1284.4,624623.9999999993,0,0,0,0,48.81656660306017,0.0230303030163452,0
0,297.3,308.4,1417,47.8,31,67732.59999999999,11.099999999999966,0,1481.8,751831.8599999975,0,0,0,0,29.644350844260448,0.0218772053480047,0
0,302.7,310.5,1551,35.9,6,55680.9,7.800000000000011,0,215.4,434311.0200000006,0,0,0,0,43.20334141494871,0.0038684719510841,0
1,298.7,309.8,1343,53.6,134,71984.8,11.100000000000025,1,7182.400000000001,799031.2800000017,0,0,0,0,25.055969681791613,0.099776619434269,0
1,297.1,307.9,1980,20.3,159,40194.0,10.799999999999956,1,3227.7000000000003,434095.19999999815,0,1,0,0,97.53694100803246,0.0803030302624732,1
0,300.6,310.6,2127,18.7,53,39774.9,10.0,0,991.1,397749.0,0,1,0,0,113.74330942549147,0.0249177244828783,1
1,298.6,309.9,1517,34.0,215,51578.0,11.299999999999956,2,7310.0,582831.3999999977,0,0,0,0,44.61764574653984,0.1417270928531792,0
0,298.4,309.2,1583,35.4,112,56038.2,10.800000000000011,1,3964.8,605212.5600000006,0,0,0,0,44.717512861087215,0.0707517371631385,0
0,298.0,308.8,1757,29.1,71,51128.7,10.800000000000011,0,2066.1,552189.9600000007,0,0,0,0,60.3780047980067,0.0404097893907741,0
0,303.5,312.5,1457,46.4,168,67604.8,9.0,1,7795.2,608443.2000000001,0,0,0,0,31.40086139222282,0.1153054220210669,0
1,300.5,311.9,1676,35.2,97,58995.2,11.399999999999975,0,3414.4,672545.2799999987,0,0,0,0,47.613635010976274,0.0578758949535346,0
0,298.9,310.3,1456,44.1,118,64209.6,11.400000000000034,1,5203.8,731989.4400000022,0,0,0,0,33.01587226721378,0.0810439559882939,0
1,296.1,307.1,1350,53.3,22,71955.0,11.0,0,1172.6,791505.0,0,0,0,0,25.32832973117581,0.0162962962842249,0
1,298.8,308.8,1441,40.5,63,58360.5,10.0,0,2551.5,583605.0,0,0,0,0,35.58024603505566,0.0437196391091466,0
1,303.7,312.4,1631,28.5,132,46483.5,8.699999999999989,1,3762.0,404406.4499999995,0,0,0,0,57.228068167436206,0.0809319435432667,0
0,300.8,309.8,1657,31.1,151,51532.7,9.0,1,4696.1,463794.3000000001,0,0,0,0,53.27974105209835,0.0911285455092766,0
1,298.0,308.7,1614,30.7,106,49549.8,10.699999999999989,1,3254.2,530182.8599999994,0,0,0,0,52.57328818979517,0.0656753407275865,0
0,301.7,310.7,2023,20.9,5,42280.7,9.0,0,104.5,380526.3,0,1,0,0,96.79425374190174,0.0024715768648187,1
0,297.5,309.4,1443,45.4,70,65512.2,11.899999999999975,0,3178.0,779595.1799999984,0,0,0,0,31.7841402690718,0.048510048476431,0
0,296.2,307.2,1356,43.6,22,59121.6,11.0,0,959.2,650337.6,0,0,0,0,31.100916717868884,0.0162241887785957,0
1,300.1,311.3,1748,26.6,42,46496.8,11.199999999999989,0,1117.2,520764.1599999995,0,0,0,0,65.71428324382393,0.0240274599404877,0
0,298.9,308.3,1660,34.4,9,57104.0,9.400000000000034,0,309.6,536777.600000002,0,0,0,0,48.255812550703126,0.0054216867437218,0
0,302.1,311.0,1364,50.0,205,68200.0,8.899999999999977,2,10250.0,606979.9999999985,0,0,0,0,27.279999454400013,0.1502932550217791,0
1,300.4,311.9,1335,58.3,9,77830.5,11.5,0,524.6999999999999,895050.75,0,0,0,0,22.89879892111837,0.0067415730286579,0
1,299.3,310.8,1523,40.9,141,62290.7,11.5,1,5766.9,716343.0499999999,0,0,0,0,37.23716290373685,0.0925804332944317,0
0,298.0,308.0,1433,39.2,87,56173.600000000006,10.0,0,3410.4,561736.0,0,0,0,0,36.55612151642547,0.060711793397968,0
1,298.7,309.6,1254,57.1,124,71603.40000000001,10.900000000000034,1,7080.400000000001,780477.0600000025,0,0,0,0,21.961470718713297,0.0988835724889285,0
1,300.4,309.3,1411,41.6,160,58697.6,8.900000000000034,1,6656.0,522408.640000002,0,0,0,0,33.91826841542624,0.1133947554121936,0
0,301.9,310.8,1906,21.7,62,41360.2,8.900000000000034,0,1345.4,368105.78000000137,0,1,0,0,87.83409733483423,0.0325288562263752,1
0,301.1,311.0,1378,51.1,190,70415.8,9.899999999999975,1,9709.0,697116.4199999984,0,0,0,0,26.966731370514065,0.1378809868375319,0
1,298.4,309.0,1544,38.8,97,59907.2,10.600000000000025,0,3763.6,635016.3200000013,0,0,0,0,39.79381340737595,0.0628238341562021,0
0,298.4,309.4,1385,50.0,201,69250.0,11.0,2,10050.0,761750.0,0,0,0,0,27.69999944600001,0.1451263536858293,0
0,301.4,310.4,1334,43.2,133,57628.8,9.0,1,5745.6,518659.2,0,0,0,0,30.879628914823403,0.0997001498502997,0
1,298.8,309.6,1384,48.2,39,66708.8,10.800000000000011,0,1879.8,720455.0400000007,0,0,0,0,28.71369235033833,0.0281791907310843,0
0,301.1,311.6,1488,43.4,5,64579.2,10.5,0,217.0,678081.6,0,0,0,0,34.28571349572089,0.0033602150515052,0
0,297.2,308.6,1392,41.5,108,57768.0,11.400000000000034,1,4482.0,658555.2000000019,0,0,0,0,33.54216786645379,0.0775862068408145,0
0,296.7,307.8,1453,46.0,33,66838.0,11.100000000000025,0,1518.0,741901.8000000016,0,0,0,0,31.586955835066178,0.0227116310924214,0
0,300.0,311.5,1445,41.6,81,60112.0,11.5,0,3369.6,691288.0,0,0,0,0,34.735576088087114,0.0560553632830066,0
1,300.4,311.4,1604,31.7,119,50846.8,11.0,1,3772.3,559314.7999999999,0,0,0,0,50.59936748897894,0.0741895261382858,0
1,298.3,308.0,1766,26.0,96,45916.0,9.699999999999989,0,2496.0,445385.1999999995,0,0,0,0,67.92307431065099,0.0543601358695582,0
2,302.2,310.8,1397,47.6,11,66497.2,8.600000000000023,0,523.6,571875.9200000014,0,0,0,0,29.348738879228176,0.0078740157423951,0
2,301.9,310.9,1590,34.3,106,54536.99999999999,9.0,1,3635.8,490833.0,0,0,0,0,46.35568377971768,0.0666666666247379,0
2,303.2,311.4,1607,36.6,43,58816.2,8.199999999999989,0,1573.8,482292.8399999994,0,0,0,0,43.907102625489,0.0267579340219303,0
0,297.9,309.1,1457,44.4,28,64690.8,11.200000000000044,0,1243.2,724536.9600000029,0,0,0,0,32.81531457623166,0.0192175703368444,0
0,297.0,307.8,1521,40.2,190,61144.2,10.800000000000011,1,7638.000000000001,660357.3600000007,0,0,0,0,37.835819954332834,0.1249178171433807,0
0,299.4,308.7,1553,42.7,128,66313.1,9.300000000000011,1,5465.6,616711.8300000008,0,0,0,0,36.370022567446775,0.0824211203590334,0
1,295.7,306.2,1423,42.5,121,60477.5,10.5,1,5142.5,635013.75,0,0,0,0,33.48235215335642,0.0850316232712356,0
0,298.5,308.8,1589,30.6,11,48623.4,10.300000000000011,0,336.6,500821.0200000005,0,0,0,0,51.92810287816657,0.0069225928213199,0
0,300.0,310.2,1486,36.4,66,54090.4,10.199999999999989,0,2402.4,551722.0799999994,0,0,0,0,40.82417470263257,0.0444145356363293,0
0,299.7,309.2,1411,46.1,173,65047.1,9.5,1,7975.3,617947.45,0,0,0,0,30.607374607215306,0.1226080792894343,0
0,296.8,308.0,1561,38.3,9,59786.3,11.199999999999989,0,344.7,669606.5599999992,0,0,0,0,40.75717909250186,0.0057655349098234,0
0,299.0,310.3,1520,45.0,171,68400.0,11.300000000000011,1,7695.0,772920.0000000008,0,0,0,0,33.77777702716051,0.1124999999259868,0
1,300.4,310.2,1380,47.3,5,65273.99999999999,9.800000000000011,0,236.5,639685.2000000007,0,0,0,0,29.17547507028594,0.0036231884031716,0
0,300.5,311.6,1661,30.0,158,49830.0,11.100000000000025,1,4740.0,553113.0000000012,0,0,0,0,55.36666482111117,0.0951234195694621,0
0,298.2,307.8,1375,46.6,188,64075.0,9.600000000000025,1,8760.800000000001,615120.0000000015,0,0,0,0,29.506437135055,0.1367272726278347,0
0,297.9,308.0,1501,36.7,4,55086.7,10.100000000000025,0,146.8,556375.6700000013,0,0,0,0,40.89918144688879,0.002664890071509,0
0,303.6,312.2,1696,30.7,5,52067.2,8.599999999999966,0,153.5,447777.9199999982,0,0,0,0,55.24429787477857,0.0029481132058088,0
0,301.2,310.6,1389,45.3,64,62921.7,9.400000000000034,0,2899.2,591463.9800000021,0,0,0,0,30.66225097875826,0.0460763138617161,0
0,297.0,307.8,1583,37.2,189,58887.600000000006,10.800000000000011,1,7030.8,635986.0800000008,0,0,0,0,42.55376229694188,0.1193935564627962,0
0,302.3,312.0,1746,28.1,167,49062.600000000006,9.699999999999989,1,4692.7,475907.2199999995,0,0,0,0,62.135229105507854,0.0956471935305571,0
